12.7184 	9.05676 	A 	16.88 	14.722 	B 	17.3621 	15.2589 	C 	
13.9357 	13.1065 	A 	12.7048 	17.6211 	B 	19.1411 	12.4279 	C 	
14.8366 	8.8529 	A 	16.7651 	14.9738 	B 	26.1786 	11.6583 	C 	
15.3066 	9.67948 	A 	20.2913 	15.7222 	B 	23.4019 	9.0269 	C 	
13.1394 	11.2707 	A 	23.3263 	21.0562 	B 	19.7564 	14.4149 	C 	
17.8134 	9.99248 	A 	19.8619 	17.032 	B 	16.3899 	16.7127 	C 	
16.9403 	13.7919 	A 	21.4435 	16.2624 	B 	17.4331 	8.37507 	C 	
14.3363 	10.8886 	A 	16.9693 	14.7522 	B 	16.2605 	12.6584 	C 	
13.6405 	8.20424 	A 	19.8118 	16.0109 	B 	23.1232 	17.0904 	C 	
15.1741 	11.3086 	A 	19.5681 	19.37 	B 	20.9553 	11.4924 	C 	
19.6967 	11.0632 	A 	17.3163 	15.7027 	B 	21.8445 	11.2593 	C 	
15.132 	8.16324 	A 	20.8852 	19.3215 	B 	21.7807 	17.2551 	C 	
12.9004 	8.52015 	A 	19.8772 	19.4584 	B 	21.4755 	16.1203 	C 	
13.9591 	12.529 	A 	16.7305 	18.6566 	B 	20.8724 	10.3234 	C 	
17.3559 	7.41515 	A 	16.1117 	17.9419 	B 	15.0038 	13.9156 	C 	
12.2817 	10.5813 	A 	19.468 	11.6208 	B 	19.8702 	8.55468 	C 	
15.9382 	11.0113 	A 	18.0756 	19.1125 	B 	19.6283 	9.5654 	C 	
13.9394 	9.13424 	A 	22.1612 	11.8993 	B 	18.5469 	10.1738 	C 	
15.4568 	9.27121 	A 	20.3032 	15.8289 	B 	19.2251 	10.9406 	C 	
17.3953 	12.1328 	A 	23.3678 	18.7352 	B 	21.4117 	6.05597 	C 	
15.8292 	10.4333 	A 	19.1085 	17.0664 	B 	21.6513 	12.6549 	C 	
15.0479 	9.32377 	A 	19.1632 	15.2392 	B 	15.3759 	14.7932 	C 	
13.9707 	10.929 	A 	19.668 	16.1431 	B 	20.5217 	12.8481 	C 	
14.4009 	10.5838 	A 	21.2718 	16.2879 	B 	26.8731 	15.5362 	C 	
13.7828 	5.6522 	A 	21.5481 	20.7903 	B 	18.7961 	13.3505 	C 	
17.7688 	10.1952 	A 	21.0516 	20.1144 	B 	22.7156 	8.07746 	C 	
10.2012 	9.17939 	A 	24.2288 	17.1449 	B 	20.1869 	5.90563 	C 	
16.5875 	8.91482 	A 	14.5864 	13.679 	B 	18.264 	13.023 	C 	
17.9052 	9.38797 	A 	15.2637 	18.0683 	B 	16.902 	10.6601 	C 	
11.1891 	9.38013 	A 	16.2911 	15.5304 	B 	20.4822 	16.3111 	C 	
16.0179 	7.90341 	A 	18.2254 	17.3456 	B 	15.8271 	18.8783 	C 	
19.576 	5.9612 	A 	12.2098 	13.0216 	B 	17.572 	7.57781 	C 	
16.9462 	8.61118 	A 	18.3407 	18.9882 	B 	17.8754 	10.5591 	C 	
15.2355 	12.405 	A 	16.7734 	16.5888 	B 	20.5353 	12.9215 	C 	
15.6 	10.6703 	A 	17.5426 	11.5668 	B 	19.4179 	16.7156 	C 	
13.1402 	10.144 	A 	17.98 	17.9116 	B 	13.2732 	15.0896 	C 	
16.1632 	14.7115 	A 	15.551 	16.0939 	B 	16.3435 	11.4072 	C 	
13.0126 	10.1747 	A 	17.5701 	16.9149 	B 	22.9533 	11.1765 	C 	
16.1443 	10.398 	A 	15.2641 	15.5909 	B 	17.8804 	11.5291 	C 	
15.9156 	11.0639 	A 	20.9107 	20.9542 	B 	19.0798 	10.8498 	C 	
12.8414 	9.30546 	A 	17.1761 	16.7434 	B 	22.9759 	10.3574 	C 	
16.1603 	10.0861 	A 	16.5452 	11.1664 	B 	17.7371 	6.18445 	C 	
17.7021 	8.23595 	A 	19.2715 	14.7938 	B 	25.8304 	6.9813 	C 	
13.3717 	9.42534 	A 	23.0824 	19.1172 	B 	19.9875 	13.4913 	C 	
14.9645 	10.4446 	A 	14.0239 	12.885 	B 	19.5691 	11.7445 	C 	
17.7365 	10.2019 	A 	22.8954 	22.2303 	B 	18.7505 	6.40084 	C 	
13.7171 	10.0193 	A 	16.9066 	17.3734 	B 	20.4212 	10.7788 	C 	
15.3995 	7.60743 	A 	17.4582 	18.1506 	B 	22.3698 	8.96951 	C 	
12.9162 	8.86067 	A 	11.8694 	14.809 	B 	15.671 	13.2159 	C 	
14.5506 	6.06078 	A 	14.5073 	19.529 	B 	20.2753 	14.0776 	C 	
17.877 	5.59398 	A 	18.9306 	18.6785 	B 	20.4989 	14.0531 	C 	
16.6514 	10.4749 	A 	18.5425 	13.9945 	B 	20.8715 	12.7342 	C 	
16.0879 	7.5694 	A 	15.4192 	18.2227 	B 	23.1334 	11.7436 	C 	
15.7954 	9.76436 	A 	20.0631 	13.8002 	B 	20.6718 	13.7761 	C 	
13.9614 	8.72504 	A 	14.4362 	19.8992 	B 	23.1865 	14.5756 	C 	
15.7878 	12.6476 	A 	12.905 	18.7929 	B 	20.8059 	9.45789 	C 	
15.4407 	9.16644 	A 	18.2177 	18.2306 	B 	23.49 	11.7915 	C 	
14.8313 	8.2899 	A 	19.6278 	22.9335 	B 	18.229 	12.3246 	C 	
16.3588 	10.7199 	A 	17.0298 	16.2806 	B 	19.1393 	16.2069 	C 	
11.3969 	8.60124 	A 	13.8136 	16.5892 	B 	20.5502 	12.9064 	C 	
15.2275 	6.06138 	A 	16.234 	15.2921 	B 	19.8399 	11.415 	C 	
20.8399 	10.7244 	A 	17.2231 	13.7555 	B 	20.7471 	9.04492 	C 	
14.2645 	12.3628 	A 	16.4326 	14.7919 	B 	23.7037 	11.3812 	C 	
17.0415 	6.22854 	A 	18.446 	15.3627 	B 	18.4549 	14.6139 	C 	
14.7502 	14.8936 	A 	15.5472 	15.2614 	B 	18.5824 	11.7771 	C 	
12.7478 	9.81171 	A 	14.9156 	17.286 	B 	21.2852 	11.9814 	C 	
17.6642 	11.3864 	A 	20.1786 	14.0562 	B 	21.6397 	14.4591 	C 	
13.7648 	10.734 	A 	14.4189 	15.335 	B 	23.3058 	13.0142 	C 	
17.5921 	7.79982 	A 	18.5884 	15.0184 	B 	17.4557 	11.1949 	C 	
11.9486 	9.23214 	A 	17.3485 	18.0735 	B 	16.498 	8.05045 	C 	
15.115 	8.09981 	A 	23.2224 	19.4763 	B 	20.2329 	10.6382 	C 	
15.7395 	7.0083 	A 	20.0187 	11.0358 	B 	20.026 	7.38512 	C 	
17.9225 	11.0052 	A 	18.4624 	18.0646 	B 	19.3732 	15.708 	C 	
12.4225 	11.8803 	A 	17.1741 	17.4325 	B 	22.7636 	10.1428 	C 	
16.8636 	8.71681 	A 	18.2788 	16.5401 	B 	17.6042 	8.55989 	C 	
19.0557 	13.4649 	A 	19.0639 	16.1558 	B 	21.7518 	8.02905 	C 	
17.9337 	10.1538 	A 	11.3212 	21.7938 	B 	18.5269 	13.6385 	C 	
14.4643 	8.46583 	A 	21.4762 	19.5577 	B 	17.7635 	10.3301 	C 	
13.6839 	9.84675 	A 	12.8192 	12.4618 	B 	21.099 	12.1276 	C 	
13.6017 	12.1432 	A 	18.4299 	13.8764 	B 	25.0249 	9.04078 	C 	
13.5743 	8.2123 	A 	18.2645 	13.0121 	B 	21.4734 	11.0626 	C 	
15.4556 	13.5178 	A 	19.1095 	21.686 	B 	18.1224 	12.2607 	C 	
14.005 	8.33502 	A 	19.7342 	17.8493 	B 	21.3759 	12.3891 	C 	
17.629 	8.73505 	A 	18.646 	13.6155 	B 	21.5335 	7.68091 	C 	
18.2027 	11.2492 	A 	16.3977 	13.9817 	B 	22.1339 	11.0773 	C 	
13.5136 	12.5341 	A 	19.3479 	17.4006 	B 	20.4885 	12.6396 	C 	
13.3966 	9.25858 	A 	18.9606 	14.4084 	B 	21.3884 	13.6826 	C 	
17.4241 	11.6868 	A 	17.8984 	16.5093 	B 	21.1178 	13.2272 	C 	
15.8559 	13.9234 	A 	18.5684 	20.3283 	B 	18.3384 	14.1103 	C 	
10.8504 	9.84715 	A 	19.3666 	20.0502 	B 	19.0706 	15.1134 	C 	
15.8392 	10.8835 	A 	23.131 	21.1042 	B 	20.4065 	13.0714 	C 	
19.4856 	8.56845 	A 	17.611 	15.9655 	B 	17.7126 	10.516 	C 	
17.6324 	11.9529 	A 	12.8892 	20.3562 	B 	18.3813 	7.21204 	C 	
16.3369 	14.0883 	A 	18.0597 	16.9524 	B 	16.4956 	16.6435 	C 	
11.5976 	7.7669 	A 	16.0516 	16.4849 	B 	21.2134 	16.3688 	C 	
15.3907 	8.82346 	A 	17.3664 	15.6764 	B 	21.9117 	12.167 	C 	
11.095 	8.55729 	A 	14.7064 	14.4318 	B 	18.8117 	9.831 	C 	
13.8859 	9.22639 	A 	13.3307 	17.5124 	B 	20.4377 	14.9111 	C 	
15.8498 	11.8344 	A 	13.9747 	17.2421 	B 	19.6414 	14.0463 	C 	
20.2569 	7.91529 	A 	15.2762 	17.5211 	B 	19.2472 	10.1454 	C 	
14.5645 	7.59173 	A 	14.9205 	17.4309 	B 	24.4447 	11.8252 	C 	
13.7426 	11.3933 	A 	18.8966 	14.9263 	B 	23.8182 	6.997 	C 	
14.7481 	11.787 	A 	18.2243 	11.6076 	B 	16.4234 	14.0768 	C 	
14.6213 	12.2534 	A 	21.6755 	18.5676 	B 	18.5859 	13.5847 	C 	
16.1329 	6.62467 	A 	21.4415 	17.171 	B 	17.3432 	15.2405 	C 	
16.001 	9.99538 	A 	22.6576 	15.0523 	B 	18.7253 	10.2068 	C 	
17.7389 	9.31381 	A 	18.2405 	17.6788 	B 	17.4025 	6.011 	C 	
13.6988 	8.75548 	A 	18.077 	16.6493 	B 	18.8423 	12.7278 	C 	
17.597 	9.33546 	A 	19.7991 	18.8728 	B 	19.646 	11.6699 	C 	
17.0565 	10.767 	A 	17.7555 	24.3677 	B 	19.7921 	9.93094 	C 	
14.8174 	11.9365 	A 	16.401 	16.4075 	B 	16.8291 	14.7484 	C 	
15.2175 	9.04427 	A 	17.7206 	20.1843 	B 	18.0679 	14.1166 	C 	
15.6481 	8.69664 	A 	16.6319 	15.4109 	B 	19.833 	17.3786 	C 	
17.5481 	10.4832 	A 	14.0026 	18.5199 	B 	17.5571 	9.76239 	C 	
16.676 	11.9145 	A 	24.5356 	14.2397 	B 	19.6816 	17.6107 	C 	
14.4279 	11.927 	A 	20.657 	17.4663 	B 	19.2189 	13.4176 	C 	
16.0208 	10.027 	A 	13.8538 	13.7826 	B 	18.6427 	11.0294 	C 	
12.6386 	8.88541 	A 	14.0668 	11.9783 	B 	16.9266 	17.6858 	C 	
17.4222 	7.7013 	A 	19.6813 	19.0809 	B 	20.8632 	18.2993 	C 	
14.6843 	9.8033 	A 	18.0587 	13.8449 	B 	19.1088 	8.8315 	C 	
16.1334 	9.42668 	A 	20.8825 	15.9026 	B 	20.849 	11.5079 	C 	
15.7677 	8.82685 	A 	14.3962 	17.2131 	B 	22.8054 	10.6177 	C 	
15.9899 	7.75715 	A 	14.4323 	16.5474 	B 	22.7455 	13.806 	C 	
17.5908 	5.99811 	A 	19.1014 	17.6447 	B 	25.42 	14.1439 	C 	
15.8094 	11.4192 	A 	23.7009 	16.674 	B 	19.8798 	9.46518 	C 	
20.015 	9.84771 	A 	16.7064 	17.9674 	B 	18.6836 	11.4709 	C 	
17.0736 	9.51489 	A 	12.7997 	18.8604 	B 	19.1291 	15.3405 	C 	
16.4658 	12.1556 	A 	16.3047 	12.5719 	B 	19.2708 	13.8084 	C 	
17.8776 	8.40887 	A 	17.9183 	19.478 	B 	15.64 	15.1487 	C 	
20.7174 	6.12152 	A 	12.8525 	20.7645 	B 	23.4157 	15.4981 	C 	
15.2419 	8.2091 	A 	17.492 	12.9714 	B 	20.4851 	13.7558 	C 	
15.1984 	13.6047 	A 	19.0737 	15.6786 	B 	22.991 	11.3568 	C 	
18.743 	10.8584 	A 	18.0008 	18.21 	B 	19.7716 	14.2824 	C 	
14.293 	8.63228 	A 	22.2779 	17.965 	B 	14.6656 	8.09815 	C 	
14.4663 	7.56616 	A 	19.8874 	21.4438 	B 	25.0345 	15.5246 	C 	
16.3452 	6.56016 	A 	19.9564 	14.7509 	B 	18.8452 	12.2359 	C 	
16.1657 	13.4997 	A 	17.8489 	15.0163 	B 	17.6054 	11.3798 	C 	
15.0074 	13.3903 	A 	17.2182 	18.8238 	B 	19.0661 	14.5015 	C 	
12.5093 	12.2507 	A 	19.9749 	14.8576 	B 	18.8548 	13.6076 	C 	
15.2709 	8.14797 	A 	11.7904 	19.3143 	B 	21.2774 	9.20336 	C 	
11.8343 	12.5363 	A 	12.6864 	22.0591 	B 	22.4239 	15.0727 	C 	
14.4146 	12.2548 	A 	16.0527 	20.1472 	B 	19.0268 	11.7208 	C 	
13.9951 	10.0698 	A 	21.8504 	16.2323 	B 	19.1776 	12.4761 	C 	
17.3066 	9.4288 	A 	16.9011 	17.3145 	B 	22.9609 	10.0366 	C 	
13.7678 	12.5947 	A 	20.3503 	16.4773 	B 	15.9088 	6.83931 	C 	
15.2213 	13.4135 	A 	22.0626 	17.3129 	B 	20.2938 	10.0656 	C 	
12.0846 	7.64292 	A 	17.3237 	18.5162 	B 	21.7825 	16.6307 	C 	
14.1839 	9.77129 	A 	18.2334 	17.229 	B 	14.5845 	10.9006 	C 	
9.76349 	10.8823 	A 	17.7797 	15.022 	B 	21.4555 	10.7023 	C 	
14.5493 	11.763 	A 	19.5445 	14.017 	B 	22.0136 	10.0895 	C 	
14.8975 	11.4871 	A 	19.2247 	16.1808 	B 	20.7514 	10.7234 	C 	
16.7695 	8.01755 	A 	17.055 	12.3595 	B 	17.1693 	10.6189 	C 	
14.5089 	11.1461 	A 	17.8275 	17.0413 	B 	20.4943 	12.7189 	C 	
13.215 	15.0315 	A 	18.0971 	18.2815 	B 	21.403 	10.4126 	C 	
13.423 	11.0392 	A 	16.8999 	16.5273 	B 	21.58 	13.7097 	C 	
15.0186 	9.22922 	A 	12.7967 	14.031 	B 	20.7312 	8.31626 	C 	
16.0014 	11.9643 	A 	20.6365 	9.11525 	B 	20.384 	9.40103 	C 	
18.4835 	14.2055 	B 	15.7763 	12.5106 	C 	
18.9334 	20.1246 	B 	14.3512 	13.4816 	C 	
17.4134 	15.8563 	B 	20.0992 	13.4665 	C 	
18.8258 	17.8629 	B 	18.1249 	8.81906 	C 	
19.7514 	16.9962 	B 	21.4709 	12.6036 	C 	
10.2929 	18.6512 	B 	20.6124 	9.62986 	C 	
22.5948 	19.4797 	B 	17.6713 	10.2709 	C 	
22.5203 	19.1395 	B 	18.7833 	12.0523 	C 	
13.0435 	14.3418 	B 	17.6137 	8.61632 	C 	
19.1755 	11.36 	B 	19.9326 	11.3552 	C 	
16.9238 	19.6927 	B 	21.439 	9.92876 	C 	
19.8343 	14.8164 	B 	20.1733 	12.2723 	C 	
17.9631 	17.0341 	B 	16.968 	14.5898 	C 	
20.8012 	20.2695 	B 	22.833 	13.7687 	C 	
16.678 	15.7063 	B 	17.0328 	12.125 	C 	
24.8217 	16.6046 	B 	16.6802 	6.19584 	C 	
17.5466 	14.5214 	B 	18.664 	11.2635 	C 	
17.8781 	12.1048 	B 	14.9225 	12.3816 	C 	
18.1124 	17.9861 	B 	20.1862 	13.1539 	C 	
18.2152 	15.9648 	B 	19.8798 	11.2864 	C 	
17.1895 	17.9003 	B 	23.6198 	14.2834 	C 	
16.6424 	13.6644 	B 	21.2551 	11.4874 	C 	
14.9821 	21.2206 	B 	21.1155 	15.0857 	C 	
9.75975 	21.893 	B 	18.5475 	13.3978 	C 	
15.3792 	19.4081 	B 	18.6043 	14.2385 	C 	
18.996 	19.1895 	B 	22.8639 	14.0607 	C 	
21.3586 	19.0763 	B 	16.862 	11.2247 	C 	
16.0756 	13.8843 	B 	21.6763 	12.0098 	C 	
22.3051 	17.9604 	B 	15.1534 	6.26522 	C 	
12.6019 	19.063 	B 	20.5598 	10.4069 	C 	
17.6366 	16.5913 	B 	18.3893 	12.8177 	C 	
17.5416 	15.771 	B 	22.0486 	12.5018 	C 	
20.6808 	19.6318 	B 	18.8014 	9.87442 	C 	
19.0654 	16.2247 	B 	21.0216 	12.588 	C 	
19.0819 	16.3068 	B 	20.1446 	11.7209 	C 	
14.4762 	17.5807 	B 	18.6523 	11.8703 	C 	
19.9465 	14.2237 	B 	21.9214 	10.3345 	C 	
21.8257 	16.6356 	B 	20.2145 	7.85239 	C 	
20.1136 	22.5899 	B 	21.8434 	10.83 	C 	
19.4907 	18.3395 	B 	20.3312 	14.301 	C 	
17.1334 	16.8124 	B 	19.7434 	14.8365 	C 	
14.2054 	10.859 	B 	18.2908 	9.60144 	C 	
18.6741 	18.3532 	B 	22.0815 	9.27097 	C 	
21.3141 	16.2812 	B 	14.2541 	11.6652 	C 	
17.591 	18.6912 	B 	20.918 	12.5219 	C 	
15.3283 	20.425 	B 	22.9215 	11.0103 	C 	
17.3448 	15.7111 	B 	19.4208 	10.1352 	C 	
18.9171 	14.5162 	B 	18.2674 	9.09313 	C 	
18.2463 	18.6015 	B 	17.9135 	12.1235 	C 	
23.4533 	16.5735 	B 	16.1832 	11.8846 	C 	
17.7859 	18.4989 	B 	18.7244 	9.83823 	C 	
24.2765 	12.7346 	B 	16.4525 	9.0586 	C 	
15.8428 	18.6845 	B 	22.6826 	17.0991 	C 	
20.7449 	15.7694 	B 	18.0033 	11.975 	C 	
15.811 	15.0965 	B 	25.6967 	8.07526 	C 	
17.45 	20.5582 	B 	22.1849 	10.6355 	C 	
15.6896 	16.3503 	B 	19.7893 	16.3313 	C 	
17.1594 	19.667 	B 	23.8175 	10.1032 	C 	
20.3881 	19.115 	B 	18.9574 	10.7481 	C 	
18.5729 	17.9388 	B 	24.6937 	12.5925 	C 	
12.5525 	21.3162 	B 	20.4495 	12.9635 	C 	
14.0067 	20.9402 	B 	19.259 	9.91307 	C 	
21.1338 	20.8695 	B 	20.8778 	10.6809 	C 	
15.9106 	20.9836 	B 	24.6326 	10.0794 	C 	
19.7103 	16.6298 	B 	19.1224 	7.54202 	C 	
22.7304 	16.1696 	B 	24.8047 	8.77856 	C 	
19.4379 	16.0258 	B 	17.8015 	11.9465 	C 	
20.1628 	15.1982 	B 	17.6934 	7.58639 	C 	
18.1664 	20.5833 	B 	15.3909 	9.27574 	C 	
16.3815 	16.7031 	B 	17.5965 	16.0294 	C 	
16.3398 	17.8222 	B 	20.1529 	10.0249 	C 	
25.6166 	20.6718 	B 	18.6125 	15.5466 	C 	
14.9722 	12.9703 	B 	18.7037 	8.93158 	C 	
16.2505 	12.3269 	B 	19.6479 	11.274 	C 	
14.6974 	10.4886 	B 	17.834 	7.3145 	C 	
17.8477 	19.1551 	B 	19.2771 	13.3538 	C 	
19.2182 	19.3372 	B 	14.7567 	14.9323 	C 	
22.8228 	18.5485 	B 	21.5714 	15.8188 	C 	
16.9337 	21.2936 	B 	17.9765 	9.10392 	C 	
18.9377 	14.5999 	B 	21.8783 	13.8775 	C 	
22.3021 	18.273 	B 	23.6531 	10.5741 	C 	
15.228 	20.3973 	B 	18.7973 	13.666 	C 	
13.6564 	20.5884 	B 	22.1799 	13.0655 	C 	
17.7166 	18.0521 	B 	22.3112 	5.89688 	C 	
14.7103 	18.5475 	B 	19.6178 	9.6596 	C 	
18.5853 	21.2488 	B 	21.1388 	11.5343 	C 	
20.5464 	14.1191 	B 	21.244 	18.689 	C 	
18.364 	22.4621 	B 	15.704 	19.0395 	C 	
21.8347 	13.2307 	B 	19.8768 	10.1707 	C 	
20.3442 	20.6849 	B 	22.9537 	12.8551 	C 	
12.3048 	17.6792 	B 	23.7692 	15.413 	C 	
17.4987 	17.1983 	B 	17.3351 	10.9825 	C 	
21.4857 	17.9844 	B 	23.0865 	12.5719 	C 	
18.0977 	15.4238 	B 	20.6163 	11.3262 	C 	
19.114 	17.2108 	B 	22.6537 	11.5397 	C 	
17.1906 	19.1478 	B 	20.2832 	9.84753 	C 	
22.9833 	15.423 	B 	19.8018 	11.4562 	C 	
15.4338 	17.1088 	B 	22.4103 	11.6702 	C 	
23.563 	17.9042 	B 	20.1041 	10.7721 	C 	
16.6079 	19.6285 	B 	17.1906 	14.5827 	C 	
15.7198 	21.8647 	B 	21.0717 	12.1104 	C 	
19.9636 	13.3597 	B 	19.9241 	12.633 	C 	
17.1649 	9.80154 	B 	25.8576 	13.6681 	C 	
18.9284 	16.6128 	B 	17.2832 	12.2157 	C 	
14.2908 	15.9786 	B 	20.7312 	11.7228 	C 	
13.7492 	17.5566 	B 	21.7665 	11.7822 	C 	
23.4212 	20.3935 	B 	19.9737 	9.74194 	C 	
18.5092 	17.027 	B 	21.0109 	9.35938 	C 	
18.3688 	21.2041 	B 	17.3005 	13.0025 	C 	
19.3012 	18.4356 	B 	18.6915 	11.2843 	C 	
25.0478 	16.199 	B 	23.1111 	12.2152 	C 	
16.583 	17.358 	B 	22.5911 	14.7507 	C 	
17.6306 	16.7414 	B 	22.8225 	11.1105 	C 	
20.2889 	23.3556 	B 	19.3834 	13.3917 	C 	
17.1327 	20.3795 	B 	20.4392 	13.4285 	C 	
23.1556 	18.6357 	B 	18.4336 	8.47288 	C 	
20.0047 	21.4503 	B 	21.0281 	12.4415 	C 	
14.4688 	14.3904 	B 	23.703 	14.1282 	C 	
23.8467 	19.9638 	B 	18.2566 	8.60086 	C 	
16.4418 	16.8441 	B 	18.9347 	7.77302 	C 	
18.7438 	17.4365 	B 	19.9701 	10.1247 	C 	
16.5237 	18.407 	B 	21.0195 	11.8871 	C 	
17.3342 	18.8171 	B 	17.0713 	10.0953 	C 	
10.6177 	14.8298 	B 	20.2581 	14.8379 	C 	
23.8239 	12.3769 	B 	15.5454 	14.3079 	C 	
19.4588 	16.6786 	B 	18.98 	12.1483 	C 	
16.7418 	16.2099 	B 	19.5911 	10.7617 	C 	
15.3187 	19.7905 	B 	20.1715 	14.6196 	C 	
16.1468 	21.2859 	B 	21.0187 	10.1947 	C 	
10.7312 	16.5681 	B 	22.0254 	12.944 	C 	
13.8198 	13.4513 	B 	18.1181 	9.67684 	C 	
22.8324 	16.8984 	B 	20.6966 	10.2319 	C 	
18.9989 	15.5036 	B 	17.0784 	14.2804 	C 	
18.7685 	17.4141 	B 	23.7495 	20.6161 	C 	
19.0042 	17.4991 	B 	19.4187 	12.354 	C 	
21.7869 	19.3456 	B 	22.2211 	10.7197 	C 	
19.3977 	13.6205 	B 	18.8281 	9.46387 	C 	
15.6927 	19.3912 	B 	17.9842 	13.3979 	C 	
14.8322 	14.512 	B 	17.6516 	15.2084 	C 	
17.4344 	13.9609 	B 	19.2637 	10.9066 	C 	
14.8838 	18.9079 	B 	23.0223 	13.3681 	C 	
22.3015 	12.9476 	B 	22.6007 	8.16303 	C 	
17.0405 	16.9248 	B 	20.6607 	11.0836 	C 	
19.095 	11.117 	B 	21.8444 	9.74883 	C 	
13.2261 	17.4827 	B 	20.2504 	11.2654 	C 	
16.4346 	6.20813 	B 	18.5301 	10.0535 	C 	
18.6835 	18.4096 	B 	20.2536 	11.2451 	C 	
22.7621 	13.9658 	B 	23.1545 	14.9038 	C 	
22.7703 	17.3171 	B 	18.549 	10.3092 	C 	
22.2642 	15.6602 	B 	19.1424 	15.025 	C 	
16.2923 	18.6305 	B 	20.0066 	13.6115 	C 	
18.329 	18.1117 	B 	17.6217 	9.25716 	C 	
19.2215 	11.0139 	B 	23.8566 	12.2457 	C 	
17.6125 	14.3357 	B 	16.8329 	10.9492 	C 	
16.7983 	15.2921 	B 	22.3551 	11.5569 	C 	
17.2239 	14.4359 	B 	18.2782 	11.2948 	C 	
15.9064 	17.1916 	B 	19.9768 	12.1653 	C 	
21.4044 	17.459 	B 	19.0503 	10.7401 	C 	
19.6208 	22.826 	B 	17.748 	13.8064 	C 	
15.384 	14.6668 	B 	19.1109 	12.9415 	C 	
18.5811 	17.0876 	B 	21.5441 	11.7728 	C 	
14.4467 	20.6755 	B 	19.6931 	13.045 	C 	
18.8243 	20.3583 	B 	20.1043 	12.0539 	C 	
20.5039 	19.2672 	B 	16.5959 	12.5105 	C 	
24.1334 	16.7281 	B 	22.1946 	10.5158 	C 	
18.6658 	13.6404 	B 	16.8449 	14.9402 	C 	
17.8891 	17.9817 	B 	18.5156 	11.1079 	C 	
9.63594 	14.1713 	B 	16.6509 	7.5902 	C 	
18.1101 	14.0887 	B 	23.3569 	9.68343 	C 	
17.318 	18.866 	B 	20.5526 	13.1966 	C 	
18.4003 	19.0135 	B 	19.7778 	12.7528 	C 	
14.5022 	17.0926 	B 	22.6664 	10.5463 	C 	
15.4305 	19.6257 	B 	26.3499 	11.7386 	C 	
18.9288 	22.268 	B 	21.1831 	9.11818 	C 	
18.2817 	18.7121 	B 	17.9568 	9.22805 	C 	
20.8508 	22.5572 	B 	22.9244 	15.0278 	C 	
15.9844 	19.2978 	B 	19.3861 	12.6415 	C 	
21.5451 	15.0293 	B 	18.4675 	11.8916 	C 	
21.3499 	11.0101 	B 	16.7817 	10.8888 	C 	
13.456 	14.4228 	B 	17.7239 	12.5012 	C 	
15.2501 	18.7385 	B 	24.7736 	14.5698 	C 	
18.0365 	13.7624 	B 	17.4912 	10.2419 	C 	
15.8041 	17.8418 	B 	21.7338 	10.3164 	C 	
18.4925 	17.6466 	B 	17.6451 	8.26049 	C 	
16.9405 	14.5105 	B 	16.4032 	12.3594 	C 	
17.0382 	13.1374 	B 	21.1644 	12.0725 	C 	
17.3103 	18.3559 	B 	18.5235 	14.2728 	C 	
14.0305 	17.4171 	B 	20.7266 	8.95263 	C 	
16.2408 	13.7432 	B 	18.8045 	8.94076 	C 	
15.9583 	18.034 	B 	22.0499 	9.28844 	C 	
18.6033 	17.2123 	B 	19.051 	13.6087 	C 	
16.3129 	14.5479 	B 	18.2644 	11.1552 	C 	
18.6008 	21.0333 	B 	21.1126 	9.54047 	C 	
17.6951 	17.4415 	B 	21.6215 	10.8954 	C 	
21.5515 	12.7028 	B 	24.4725 	12.1261 	C 	
20.1181 	14.7477 	B 	21.2676 	8.58639 	C 	
23.8798 	16.1454 	B 	20.3597 	8.37143 	C 	
16.6061 	15.8898 	B 	25.8395 	11.9059 	C 	
20.1126 	12.6919 	B 	20.3525 	9.70874 	C 	
19.8447 	17.6982 	B 	21.6496 	11.3286 	C 	
14.0396 	15.023 	B 	20.6014 	17.2535 	C 	
16.184 	21.4831 	B 	17.3921 	9.53257 	C 	
19.5951 	15.9302 	B 	18.7257 	12.5099 	C 	
18.1892 	14.0241 	B 	22.21 	14.0669 	C 	
20.7436 	13.4789 	B 	18.9398 	13.4548 	C 	
20.9688 	18.0824 	B 	15.3202 	12.3463 	C 	
19.604 	18.4825 	B 	16.3438 	15.3387 	C 	
23.0585 	12.7318 	B 	19.6248 	13.4083 	C 	
15.6946 	19.9926 	B 	23.4034 	7.6234 	C 	
18.9402 	18.0948 	B 	18.5438 	15.3091 	C 	
17.021 	13.4603 	B 	19.6136 	12.5929 	C 	
14.4115 	20.6361 	B 	19.2438 	12.0425 	C 	
18.6385 	19.1245 	B 	21.6896 	7.46415 	C 	
20.9903 	14.9499 	B 	24.2959 	8.90473 	C 	
18.7729 	8.92304 	B 	21.5281 	11.0578 	C 	
25.6199 	19.2185 	B 	24.5767 	12.3523 	C 	
19.4469 	14.7173 	B 	20.1568 	13.4766 	C 	
14.357 	15.1486 	B 	18.9848 	12.1857 	C 	
13.8221 	13.1436 	B 	19.8447 	11.0904 	C 	
22.1461 	16.7325 	B 	20.7817 	10.1666 	C 	
14.8278 	13.5599 	B 	19.1525 	12.7202 	C 	
17.8653 	12.1051 	B 	18.8069 	15.0408 	C 	
14.5225 	18.2501 	B 	20.8696 	9.31981 	C 	
